    1 , 0.0
    2 , 0.0
    3 , 0.0
    4 , 0.0
    5 , 0.0
    6 , 0.0
    7 , 0.0
    8 , 0.0
    9 , 0.0
   10 , 0.0
   11 , 0.0
   12 , 0.0
   13 , 0.0
   14 , 0.0
   15 , 0.0
   16 , 0.0
   17 , 0.0
   18 , 0.0
   19 , 0.0
   20 , 0.0
   21 , 0.0
   22 , 0.0
   23 , 0.0
   24 , 0.0
   25 , 0.022125581
   26 , 0.029297322
   27 , 0.029297322
   28 , 0.029297322
   29 , 0.029297322
   30 , 0.029297322
   31 , 0.029297322
   32 , 0.029297322
   33 , 0.029297322
   34 , 0.029297322
   35 , 0.029297322
   36 , 0.029297322
   37 , 0.058548868
   38 , 0.058594644
   39 , 0.058594644
   40 , 0.058594644
   41 , 0.058594644
   42 , 0.058594644
   43 , 0.058594644
   44 , 0.058594644
   45 , 0.059632257
   46 , 0.087891966
   47 , 0.087891966
   48 , 0.087891966
   49 , 0.087891966
   50 , 0.087891966
   51 , 0.087891966
   52 , 0.087891966
   53 , 0.087891966
   54 , 0.087891966
   55 , 0.087891966
   56 , 0.09591821
   57 , 0.11718929
   58 , 0.11718929
   59 , 0.11718929
   60 , 0.11718929
   61 , 0.11718929
   62 , 0.11718929
   63 , 0.11718929
   64 , 0.11718929
   65 , 0.12872511
   66 , 0.1338674
   67 , 0.17578393
   68 , 0.17578393
   69 , 0.17578393
   70 , 0.17578393
   71 , 0.17578393
   72 , 0.17578393
   73 , 0.17578393
   74 , 0.17578393
   75 , 0.19032578
   76 , 0.2037995
   77 , 0.20508125
   78 , 0.20508125
   79 , 0.20508125
   80 , 0.20508125
   81 , 0.20508125
   82 , 0.20508125
   83 , 0.20508125
   84 , 0.20508125
   85 , 0.20508125
   86 , 0.20508125
   87 , 0.20508125
   88 , 0.20508125
   89 , 0.20508125
   90 , 0.23363088
   91 , 0.23437858
   92 , 0.23437858
   93 , 0.23437858
   94 , 0.23437858
   95 , 0.23437858
   96 , 0.23437858
   97 , 0.23437858
   98 , 0.23437858
   99 , 0.23437858
  100 , 0.23437858
  101 , 0.23437858
  102 , 0.23437858
  103 , 0.23437858
  104 , 0.23437858
  105 , 0.23437858
  106 , 0.23437858
  107 , 1.0
  108 , 1.0
  109 , 1.0
  110 , 1.0
  111 , 1.0
  112 , 1.0
  113 , 1.0
  114 , 1.0
  115 , 1.0
  116 , 1.0
  117 , 1.0
  118 , 1.0
  119 , 1.0
  120 , 1.0
  121 , 1.0
  122 , 1.0
  123 , 1.0
  124 , 1.0
  125 , 1.0
  126 , 1.0
  127 , 1.0
  128 , 1.0
  129 , 1.0
  130 , 1.0
  131 , 1.0
  132 , 1.0
  133 , 1.0
  134 , 0.32869458
  135 , 0.058594644
  136 , 0.058594644
  137 , 0.058594644
  138 , 0.058594644
  139 , 0.058594644
  140 , 0.058594644
  141 , 0.058594644
  142 , 0.058594644
  143 , 0.058594644
  144 , 0.058594644
